,id,act,person,dialogue,4,5
285,285,ACT 2,KING.," Welcome, dear Rosencrantz and Guildenstern. Moreover that we muchdid long to see you, The need we have to use you did provoke Our hastysending. Something have you heard Of Hamlet’s transformation; so I callit, Since nor th’exterior nor the inward man Resembles that it was.What it should be, More than his father’s death, that thus hath put himSo much from th’understanding of himself, I cannot dream of. I entreatyou both That, being of so young days brought up with him, And since soneighbour’d to his youth and humour, That you vouchsafe your rest herein our court Some little time, so by your companies To draw him on topleasures and to gather, So much as from occasion you may glean,Whether aught to us unknown afflicts him thus That, open’d, lies withinour remedy.",POSITIVE,0.9363405108451843
286,286,ACT 2,QUEEN.," Good gentlemen, he hath much talk’d of you, And sure I am, twomen there are not living To whom he more adheres. If it will please youTo show us so much gentry and good will As to expend your time with usawhile, For the supply and profit of our hope, Your visitation shallreceive such thanks As fits a king’s remembrance.",NEGATIVE,0.6306427121162415
287,287,ACT 2,ROSENCRANTZ.," Both your majesties Might, by the sovereign power you haveof us, Put your dread pleasures more into command Than to entreaty.",NEGATIVE,0.5042221546173096
288,288,ACT 2,GUILDENSTERN.," We both obey, And here give up ourselves, in the fullbent, To lay our service freely at your feet To be commanded.",POSITIVE,0.9501950740814209
289,289,ACT 2,KING.," Thanks, Rosencrantz and gentle Guildenstern.",POSITIVE,0.9978733062744141
290,290,ACT 2,QUEEN.," Thanks, Guildenstern and gentle Rosencrantz. And I beseech youinstantly to visit My too much changed son. Go, some of you, And bringthese gentlemen where Hamlet is.",POSITIVE,0.9873886108398438
291,291,ACT 2,GUILDENSTERN., Heavens make our presence and our practices Pleasant andhelpful to him.,POSITIVE,0.9972624778747559
292,292,ACT 2,QUEEN.," Ay, amen. [_Exeunt Rosencrantz, Guildenstern and some Attendants._] Enter Polonius.",NEGATIVE,0.9477500915527344
293,293,ACT 2,POLONIUS.," Th’ambassadors from Norway, my good lord, Are joyfullyreturn’d.",POSITIVE,0.9942194223403931
294,294,ACT 2,KING., Thou still hast been the father of good news.,POSITIVE,0.9898378849029541
295,295,ACT 2,POLONIUS.," Have I, my lord? Assure you, my good liege, I hold my duty,as I hold my soul, Both to my God and to my gracious King: And I dothink,—or else this brain of mine Hunts not the trail of policy so sureAs it hath us’d to do—that I have found The very cause of Hamlet’slunacy.",POSITIVE,0.9469432830810547
296,296,ACT 2,KING.," O speak of that, that do I long to hear.",POSITIVE,0.8615804314613342
297,297,ACT 2,POLONIUS., Give first admittance to th’ambassadors; My news shall be thefruit to that great feast.,POSITIVE,0.9966649413108826
298,298,ACT 2,KING.," Thyself do grace to them, and bring them in. [_Exit Polonius._]He tells me, my sweet queen, that he hath found The head and source ofall your son’s distemper.",NEGATIVE,0.5615224838256836
299,299,ACT 2,QUEEN.," I doubt it is no other but the main, His father’s death and ouro’erhasty marriage.",NEGATIVE,0.9111760854721069
300,300,ACT 2,KING.," Well, we shall sift him. Enter Polonius with Voltemand and Cornelius.Welcome, my good friends! Say, Voltemand, what from our brother Norway?VOLTEMAND. Most fair return of greetings and desires. Upon our first,he sent out to suppress His nephew’s levies, which to him appear’d Tobe a preparation ’gainst the Polack; But better look’d into, he trulyfound It was against your Highness; whereat griev’d, That so hissickness, age, and impotence Was falsely borne in hand, sends outarrests On Fortinbras; which he, in brief, obeys, Receives rebuke fromNorway; and in fine, Makes vow before his uncle never more To giveth’assay of arms against your Majesty. Whereon old Norway, overcomewith joy, Gives him three thousand crowns in annual fee, And hiscommission to employ those soldiers So levied as before, against thePolack: With an entreaty, herein further shown, [_Gives a paper._] Thatit might please you to give quiet pass Through your dominions for thisenterprise, On such regards of safety and allowance As therein are setdown.",NEGATIVE,0.9824988842010498
301,301,ACT 2,KING.," It likes us well; And at our more consider’d time we’ll read,Answer, and think upon this business. Meantime we thank you for yourwell-took labour. Go to your rest, at night we’ll feast together:. Mostwelcome home. [_Exeunt Voltemand and Cornelius._]",POSITIVE,0.9955533146858215
302,302,ACT 2,POLONIUS.," This business is well ended. My liege and madam, toexpostulate What majesty should be, what duty is, Why day is day, nightnight, and time is time. Were nothing but to waste night, day and time.Therefore, since brevity is the soul of wit, And tediousness the limbsand outward flourishes, I will be brief. Your noble son is mad. Madcall I it; for to define true madness, What is’t but to be nothing elsebut mad? But let that go.",NEGATIVE,0.7987533807754517
303,303,ACT 2,QUEEN.," More matter, with less art.",NEGATIVE,0.9840800166130066
304,304,ACT 2,POLONIUS.," Madam, I swear I use no art at all. That he is mad, ’tistrue: ’tis true ’tis pity; And pity ’tis ’tis true. A foolish figure,But farewell it, for I will use no art. Mad let us grant him then. Andnow remains That we find out the cause of this effect, Or rather say,the cause of this defect, For this effect defective comes by cause.Thus it remains, and the remainder thus. Perpend, I have adaughter—have whilst she is mine— Who in her duty and obedience, mark,Hath given me this. Now gather, and surmise. [_Reads._] _To thecelestial, and my soul’s idol, the most beautified Ophelia_— That’s anill phrase, a vile phrase; ‘beautified’ is a vile phrase: but you shallhear. [_Reads._] _these; in her excellent white bosom, these, &c._",NEGATIVE,0.9997825026512146
305,305,ACT 2,QUEEN., Came this from Hamlet to her?,NEGATIVE,0.993929386138916
306,306,ACT 2,POLONIUS.," Good madam, stay awhile; I will be faithful. [_Reads._]_Doubt thou the stars are fire, Doubt that the sun doth move, Doubttruth to be a liar, But never doubt I love. O dear Ophelia, I am ill atthese numbers. I have not art to reckon my groans. But that I love theebest, O most best, believe it. Adieu. Thine evermore, most dear lady,",POSITIVE,0.9691123962402344
307,307,ACT 2,HAMLET.,"whilst this machine is to him, _ This in obedience hath mydaughter show’d me; And more above, hath his solicitings, As they fellout by time, by means, and place, All given to mine ear.",NEGATIVE,0.5657106637954712
308,308,ACT 2,KING., But how hath she receiv’d his love?,NEGATIVE,0.5207963585853577
309,309,ACT 2,POLONIUS., What do you think of me?,NEGATIVE,0.7564738988876343
310,310,ACT 2,KING., As of a man faithful and honourable.,POSITIVE,0.9971150159835815
311,311,ACT 2,POLONIUS.," I would fain prove so. But what might you think, When I hadseen this hot love on the wing, As I perceiv’d it, I must tell youthat, Before my daughter told me, what might you, Or my dear Majestyyour queen here, think, If I had play’d the desk or table-book, Orgiven my heart a winking, mute and dumb, Or look’d upon this love withidle sight, What might you think? No, I went round to work, And myyoung mistress thus I did bespeak: ‘Lord Hamlet is a prince, out of thystar. This must not be.’ And then I precepts gave her, That she shouldlock herself from his resort, Admit no messengers, receive no tokens.Which done, she took the fruits of my advice, And he, repulsed,—a shorttale to make— Fell into a sadness, then into a fast, Thence to a watch,thence into a weakness, Thence to a lightness, and, by this declension,Into the madness wherein now he raves, And all we wail for.",NEGATIVE,0.9984513521194458
312,312,ACT 2,KING., Do you think ’tis this?,NEGATIVE,0.8955898880958557
313,313,ACT 2,QUEEN.," It may be, very likely.",NEGATIVE,0.6416106820106506
314,314,ACT 2,POLONIUS.," Hath there been such a time, I’d fain know that, That I havepositively said ‘’Tis so,’ When it prov’d otherwise?",NEGATIVE,0.984923243522644
315,315,ACT 2,KING., Not that I know.,NEGATIVE,0.9562466740608215
316,316,ACT 2,POLONIUS.," Take this from this, if this be otherwise. [_Points to hishead and shoulder._] If circumstances lead me, I will find Where truthis hid, though it were hid indeed Within the centre.",NEGATIVE,0.9930720925331116
317,317,ACT 2,KING., How may we try it further?,POSITIVE,0.9747062921524048
318,318,ACT 2,POLONIUS., You know sometimes he walks four hours together Here in thelobby.,POSITIVE,0.9823634624481201
319,319,ACT 2,QUEEN., So he does indeed.,POSITIVE,0.9361048936843872
320,320,ACT 2,POLONIUS.," At such a time I’ll loose my daughter to him. Be you and Ibehind an arras then, Mark the encounter. If he love her not, And benot from his reason fall’n thereon, Let me be no assistant for a state,But keep a farm and carters.",NEGATIVE,0.8790346384048462
321,321,ACT 2,KING.," We will try it. Enter Hamlet, reading.",POSITIVE,0.8012729287147522
322,322,ACT 2,QUEEN., But look where sadly the poor wretch comes reading.,NEGATIVE,0.9523051977157593
323,323,ACT 2,POLONIUS.," Away, I do beseech you, both away I’ll board him presently.O, give me leave. [_Exeunt King, Queen and Attendants._]How does my good Lord Hamlet?",NEGATIVE,0.9778503179550171
324,324,ACT 2,HAMLET.," Well, God-a-mercy.",POSITIVE,0.9652833938598633
325,325,ACT 2,POLONIUS.," Do you know me, my lord?",POSITIVE,0.852626383304596
326,326,ACT 2,HAMLET., Excellent well. You’re a fishmonger.,POSITIVE,0.9977036118507385
327,327,ACT 2,POLONIUS.," Not I, my lord.",NEGATIVE,0.9940849542617798
328,328,ACT 2,HAMLET., Then I would you were so honest a man.,POSITIVE,0.8608250021934509
329,329,ACT 2,POLONIUS.," Honest, my lord?",POSITIVE,0.987888514995575
330,330,ACT 2,HAMLET.," Ay sir, to be honest, as this world goes, is to be one manpicked out of ten thousand.",NEGATIVE,0.997891366481781
331,331,ACT 2,POLONIUS.," That’s very true, my lord.",POSITIVE,0.9972012042999268
332,332,ACT 2,HAMLET.," For if the sun breed maggots in a dead dog, being a goodkissing carrion,— Have you a daughter?",NEGATIVE,0.5500560402870178
333,333,ACT 2,POLONIUS.," I have, my lord.",POSITIVE,0.9872547388076782
334,334,ACT 2,HAMLET.," Let her not walk i’ th’ sun. Conception is a blessing, but notas your daughter may conceive. Friend, look to’t.",NEGATIVE,0.945187509059906
335,335,ACT 2,POLONIUS.," How say you by that? [_Aside._] Still harping on my daughter.Yet he knew me not at first; he said I was a fishmonger. He is fargone, far gone. And truly in my youth I suffered much extremity forlove; very near this. I’ll speak to him again.—What do you read, mylord?",NEGATIVE,0.949472963809967
336,336,ACT 2,HAMLET.," Words, words, words.",POSITIVE,0.9996296167373657
337,337,ACT 2,POLONIUS.," What is the matter, my lord?",NEGATIVE,0.9828148484230042
338,338,ACT 2,HAMLET., Between who?,NEGATIVE,0.5753493905067444
339,339,ACT 2,POLONIUS.," I mean the matter that you read, my lord.",POSITIVE,0.7185447812080383
340,340,ACT 2,HAMLET.," Slanders, sir. For the satirical slave says here that old menhave grey beards; that their faces are wrinkled; their eyes purgingthick amber and plum-tree gum; and that they have a plentiful lack ofwit, together with most weak hams. All which, sir, though I mostpowerfully and potently believe, yet I hold it not honesty to have itthus set down. For you yourself, sir, should be old as I am, if like acrab you could go backward.",NEGATIVE,0.9999856948852539
341,341,ACT 2,POLONIUS.," [_Aside._] Though this be madness, yet there is a methodin’t.— Will you walk out of the air, my lord?",NEGATIVE,0.9056809544563293
342,342,ACT 2,HAMLET., Into my grave?,NEGATIVE,0.991887629032135
343,343,ACT 2,POLONIUS.," Indeed, that is out o’ the air. [_Aside._] How pregnantsometimes his replies are! A happiness that often madness hits on,which reason and sanity could not so prosperously be delivered of. Iwill leave him and suddenly contrive the means of meeting between himand my daughter. My honourable lord, I will most humbly take my leaveof you.",NEGATIVE,0.9994720816612244
344,344,ACT 2,HAMLET.," You cannot, sir, take from me anything that I will morewillingly part withal, except my life, except my life, except my life.",NEGATIVE,0.9141473174095154
345,345,ACT 2,POLONIUS.," Fare you well, my lord.",POSITIVE,0.9962581396102905
346,346,ACT 2,HAMLET., These tedious old fools. Enter Rosencrantz and Guildenstern.,NEGATIVE,0.9998102784156799
347,347,ACT 2,POLONIUS., You go to seek the Lord Hamlet; there he is.,POSITIVE,0.9587255716323853
348,348,ACT 2,ROSENCRANTZ.," [_To Polonius._] God save you, sir. [_Exit Polonius._]",NEGATIVE,0.9998884201049805
349,349,ACT 2,GUILDENSTERN., My honoured lord!,POSITIVE,0.993517279624939
350,350,ACT 2,ROSENCRANTZ., My most dear lord!,POSITIVE,0.9014381170272827
351,351,ACT 2,HAMLET.," My excellent good friends! How dost thou, Guildenstern? Ah,Rosencrantz. Good lads, how do ye both?",POSITIVE,0.995940089225769
352,352,ACT 2,ROSENCRANTZ., As the indifferent children of the earth.,NEGATIVE,0.999908447265625
353,353,ACT 2,GUILDENSTERN., Happy in that we are not over-happy; On Fortune’s cap weare not the very button.,POSITIVE,0.9966828227043152
354,354,ACT 2,HAMLET., Nor the soles of her shoe?,NEGATIVE,0.9991681575775146
355,355,ACT 2,ROSENCRANTZ.," Neither, my lord.",NEGATIVE,0.9979395270347595
356,356,ACT 2,HAMLET.," Then you live about her waist, or in the middle of her favours?",NEGATIVE,0.752747654914856
357,357,ACT 2,GUILDENSTERN.," Faith, her privates we.",POSITIVE,0.9893838763237
358,358,ACT 2,HAMLET.," In the secret parts of Fortune? O, most true; she is astrumpet. What’s the news?",POSITIVE,0.9836206436157227
359,359,ACT 2,ROSENCRANTZ.," None, my lord, but that the world’s grown honest.",POSITIVE,0.991021454334259
360,360,ACT 2,HAMLET.," Then is doomsday near. But your news is not true. Let mequestion more in particular. What have you, my good friends, deservedat the hands of Fortune, that she sends you to prison hither?",NEGATIVE,0.9358012080192566
361,361,ACT 2,GUILDENSTERN.," Prison, my lord?",NEGATIVE,0.9992827773094177
362,362,ACT 2,HAMLET., Denmark’s a prison.,NEGATIVE,0.993492066860199
363,363,ACT 2,ROSENCRANTZ., Then is the world one.,POSITIVE,0.9820661544799805
364,364,ACT 2,HAMLET.," A goodly one; in which there are many confines, wards, anddungeons, Denmark being one o’ th’ worst.",POSITIVE,0.6355845928192139
365,365,ACT 2,ROSENCRANTZ.," We think not so, my lord.",NEGATIVE,0.9290623664855957
366,366,ACT 2,HAMLET.," Why, then ’tis none to you; for there is nothing either good orbad but thinking makes it so. To me it is a prison.",NEGATIVE,0.998772919178009
367,367,ACT 2,ROSENCRANTZ.," Why, then your ambition makes it one; ’tis too narrow foryour mind.",NEGATIVE,0.9937081336975098
368,368,ACT 2,HAMLET.," O God, I could be bounded in a nutshell, and count myself aking of infinite space, were it not that I have bad dreams.",POSITIVE,0.8317971229553223
369,369,ACT 2,GUILDENSTERN.," Which dreams, indeed, are ambition; for the verysubstance of the ambitious is merely the shadow of a dream.",NEGATIVE,0.8336355090141296
370,370,ACT 2,HAMLET., A dream itself is but a shadow.,NEGATIVE,0.9544716477394104
371,371,ACT 2,ROSENCRANTZ.," Truly, and I hold ambition of so airy and light a qualitythat it is but a shadow’s shadow.",POSITIVE,0.939529299736023
372,372,ACT 2,HAMLET.," Then are our beggars bodies, and our monarchs and outstretch’dheroes the beggars’ shadows. Shall we to th’ court? For, by my fay, Icannot reason.",POSITIVE,0.5851303935050964
373,373,ACT 2,GUILDENSTERN.,ROSENCRANTZ and  We’ll wait upon you.,POSITIVE,0.993036687374115
374,374,ACT 2,HAMLET.," No such matter. I will not sort you with the rest of myservants; for, to speak to you like an honest man, I am most dreadfullyattended. But, in the beaten way of friendship, what make you atElsinore?",NEGATIVE,0.9996874332427979
375,375,ACT 2,ROSENCRANTZ.," To visit you, my lord, no other occasion.",POSITIVE,0.9924611449241638
376,376,ACT 2,HAMLET.," Beggar that I am, I am even poor in thanks; but I thank you.And sure, dear friends, my thanks are too dear a halfpenny. Were younot sent for? Is it your own inclining? Is it a free visitation? Come,deal justly with me. Come, come; nay, speak.",NEGATIVE,0.9970571994781494
377,377,ACT 2,GUILDENSTERN.," What should we say, my lord?",POSITIVE,0.7115139365196228
378,378,ACT 2,HAMLET.," Why, anything. But to the purpose. You were sent for; and thereis a kind of confession in your looks, which your modesties have notcraft enough to colour. I know the good King and Queen have sent foryou.",POSITIVE,0.8278158903121948
379,379,ACT 2,ROSENCRANTZ.," To what end, my lord?",NEGATIVE,0.9865612387657166
380,380,ACT 2,HAMLET.," That you must teach me. But let me conjure you, by the rightsof our fellowship, by the consonancy of our youth, by the obligation ofour ever-preserved love, and by what more dear a better proposer couldcharge you withal, be even and direct with me, whether you were sentfor or no.",POSITIVE,0.8388371467590332
381,381,ACT 2,ROSENCRANTZ., [_To Guildenstern._] What say you?,NEGATIVE,0.8536041378974915
382,382,ACT 2,HAMLET.," [_Aside._] Nay, then I have an eye of you. If you love me, holdnot off.",NEGATIVE,0.9908795356750488
383,383,ACT 2,GUILDENSTERN.," My lord, we were sent for.",NEGATIVE,0.8014460802078247
384,384,ACT 2,HAMLET.," I will tell you why; so shall my anticipation prevent yourdiscovery, and your secrecy to the King and Queen moult no feather. Ihave of late, but wherefore I know not, lost all my mirth, forgone allcustom of exercises; and indeed, it goes so heavily with my dispositionthat this goodly frame the earth, seems to me a sterile promontory;this most excellent canopy the air, look you, this brave o’erhangingfirmament, this majestical roof fretted with golden fire, why, itappears no other thing to me than a foul and pestilent congregation ofvapours. What a piece of work is man! How noble in reason? How infinitein faculties, in form and moving, how express and admirable? In actionhow like an angel? In apprehension, how like a god? The beauty of theworld, the paragon of animals. And yet, to me, what is thisquintessence of dust? Man delights not me; no, nor woman neither,though by your smiling you seem to say so.",NEGATIVE,0.9499313235282898
385,385,ACT 2,ROSENCRANTZ.," My lord, there was no such stuff in my thoughts.",POSITIVE,0.9277120232582092
386,386,ACT 2,HAMLET.," Why did you laugh then, when I said ‘Man delights not me’?",NEGATIVE,0.8644944429397583
387,387,ACT 2,ROSENCRANTZ.," To think, my lord, if you delight not in man, what Lentenentertainment the players shall receive from you. We coted them on theway, and hither are they coming to offer you service.",POSITIVE,0.9755327701568604
388,388,ACT 2,HAMLET.," He that plays the king shall be welcome,—his Majesty shall havetribute of me; the adventurous knight shall use his foil and target;the lover shall not sigh gratis, the humorous man shall end his part inpeace; the clown shall make those laugh whose lungs are tickle a’ th’sere; and the lady shall say her mind freely, or the blank verse shallhalt for’t. What players are they?",NEGATIVE,0.527653694152832
389,389,ACT 2,ROSENCRANTZ., Even those you were wont to take such delight in—thetragedians of the city.,POSITIVE,0.95531165599823
390,390,ACT 2,HAMLET.," How chances it they travel? Their residence, both in reputationand profit, was better both ways.",NEGATIVE,0.9937758445739746
391,391,ACT 2,ROSENCRANTZ., I think their inhibition comes by the means of the lateinnovation.,NEGATIVE,0.9954830408096313
392,392,ACT 2,HAMLET., Do they hold the same estimation they did when I was in thecity? Are they so followed?,NEGATIVE,0.9848482012748718
393,393,ACT 2,ROSENCRANTZ.," No, indeed, they are not.",NEGATIVE,0.9801556468009949
394,394,ACT 2,HAMLET., How comes it? Do they grow rusty?,NEGATIVE,0.999940037727356
395,395,ACT 2,ROSENCRANTZ.," Nay, their endeavour keeps in the wonted pace; but thereis, sir, an ayry of children, little eyases, that cry out on the top ofquestion, and are most tyrannically clapped for’t. These are now thefashion, and so berattle the common stages—so they call them—that manywearing rapiers are afraid of goose-quills and dare scarce comethither.",NEGATIVE,0.8250235319137573
396,396,ACT 2,HAMLET.," What, are they children? Who maintains ’em? How are theyescoted? Will they pursue the quality no longer than they can sing?Will they not say afterwards, if they should grow themselves to commonplayers—as it is most like, if their means are no better—their writersdo them wrong to make them exclaim against their own succession?",NEGATIVE,0.9960624575614929
397,397,ACT 2,ROSENCRANTZ.," Faith, there has been much to do on both sides; and thenation holds it no sin to tarre them to controversy. There was for awhile, no money bid for argument unless the poet and the player went tocuffs in the question.",NEGATIVE,0.8963484764099121
398,398,ACT 2,HAMLET., Is’t possible?,POSITIVE,0.7784032821655273
399,399,ACT 2,GUILDENSTERN.," O, there has been much throwing about of brains.",NEGATIVE,0.9994811415672302
400,400,ACT 2,HAMLET., Do the boys carry it away?,POSITIVE,0.9882357120513916
401,401,ACT 2,ROSENCRANTZ.," Ay, that they do, my lord. Hercules and his load too.",POSITIVE,0.9988881945610046
402,402,ACT 2,HAMLET.," It is not very strange; for my uncle is King of Denmark, andthose that would make mouths at him while my father lived, give twenty,forty, fifty, a hundred ducats apiece for his picture in little.’Sblood, there is something in this more than natural, if philosophycould find it out. [_Flourish of trumpets within._]",POSITIVE,0.9274921417236328
403,403,ACT 2,GUILDENSTERN., There are the players.,POSITIVE,0.9993347525596619
404,404,ACT 2,HAMLET.," Gentlemen, you are welcome to Elsinore. Your hands, come. Theappurtenance of welcome is fashion and ceremony. Let me comply with youin this garb, lest my extent to the players, which I tell you must showfairly outward, should more appear like entertainment than yours. Youare welcome. But my uncle-father and aunt-mother are deceived.",POSITIVE,0.7123546004295349
405,405,ACT 2,GUILDENSTERN.," In what, my dear lord?",NEGATIVE,0.998325765132904
406,406,ACT 2,HAMLET.," I am but mad north-north-west. When the wind is southerly, Iknow a hawk from a handsaw. Enter Polonius.",NEGATIVE,0.9995331764221191
407,407,ACT 2,POLONIUS.," Well be with you, gentlemen.",POSITIVE,0.9966259002685547
408,408,ACT 2,HAMLET.," Hark you, Guildenstern, and you too, at each ear a hearer. Thatgreat baby you see there is not yet out of his swaddling clouts.",POSITIVE,0.9989818930625916
409,409,ACT 2,ROSENCRANTZ., Happily he’s the second time come to them; for they say anold man is twice a child.,POSITIVE,0.9932836294174194
410,410,ACT 2,HAMLET.," I will prophesy he comes to tell me of the players. Markit.—You say right, sir: for a Monday morning ’twas so indeed.",NEGATIVE,0.9672191739082336
411,411,ACT 2,POLONIUS.," My lord, I have news to tell you.",POSITIVE,0.8912637233734131
412,412,ACT 2,HAMLET.," My lord, I have news to tell you. When Roscius was an actor inRome—",POSITIVE,0.5272514224052429
413,413,ACT 2,POLONIUS.," The actors are come hither, my lord.",POSITIVE,0.9868494272232056
414,414,ACT 2,HAMLET.," Buzz, buzz.",NEGATIVE,0.5420499444007874
415,415,ACT 2,POLONIUS., Upon my honour.,POSITIVE,0.9777784943580627
416,416,ACT 2,HAMLET., Then came each actor on his ass—,POSITIVE,0.6586109399795532
417,417,ACT 2,POLONIUS.," The best actors in the world, either for tragedy, comedy,history, pastoral, pastoral-comical, historical-pastoral,tragical-historical, tragical-comical-historical-pastoral, sceneindividable, or poem unlimited. Seneca cannot be too heavy, nor Plautustoo light, for the law of writ and the liberty. These are the only men.",POSITIVE,0.9999086856842041
418,418,ACT 2,HAMLET.," O Jephthah, judge of Israel, what a treasure hadst thou!",POSITIVE,0.9992557168006897
419,419,ACT 2,POLONIUS.," What treasure had he, my lord?",POSITIVE,0.9406041502952576
420,420,ACT 2,HAMLET.," Why— ’One fair daughter, and no more, The which he lovedpassing well.’",POSITIVE,0.875789999961853
421,421,ACT 2,POLONIUS., [_Aside._] Still on my daughter.,NEGATIVE,0.9990206956863403
422,422,ACT 2,HAMLET.," Am I not i’ th’ right, old Jephthah?",POSITIVE,0.9162889719009399
423,423,ACT 2,POLONIUS.," If you call me Jephthah, my lord, I have a daughter that Ilove passing well.",POSITIVE,0.9817312955856323
424,424,ACT 2,HAMLET.," Nay, that follows not.",NEGATIVE,0.8747637271881104
425,425,ACT 2,POLONIUS.," What follows then, my lord?",NEGATIVE,0.9924341440200806
426,426,ACT 2,HAMLET.," Why, As by lot, God wot, and then, you know, It came to pass,as most like it was. The first row of the pious chanson will show youmore. For look where my abridgement comes. Enter four or five Players.You are welcome, masters, welcome all. I am glad to see thee well.Welcome, good friends. O, my old friend! Thy face is valanc’d since Isaw thee last. Com’st thou to beard me in Denmark? What, my young ladyand mistress! By’r lady, your ladyship is nearer to heaven than when Isaw you last, by the altitude of a chopine. Pray God your voice, like apiece of uncurrent gold, be not cracked within the ring. Masters, youare all welcome. We’ll e’en to’t like French falconers, fly at anythingwe see. We’ll have a speech straight. Come, give us a taste of yourquality. Come, a passionate speech.",POSITIVE,0.9972097277641296
427,427,ACT 2,PLAYER.,"FIRST  What speech, my lord?",NEGATIVE,0.9837337136268616
428,428,ACT 2,HAMLET.," I heard thee speak me a speech once, but it was never acted, orif it was, not above once, for the play, I remember, pleased not themillion, ’twas caviare to the general. But it was—as I received it, andothers, whose judgments in such matters cried in the top of mine—anexcellent play, well digested in the scenes, set down with as muchmodesty as cunning. I remember one said there were no sallets in thelines to make the matter savoury, nor no matter in the phrase thatmight indite the author of affectation, but called it an honest method,as wholesome as sweet, and by very much more handsome than fine. Onespeech in it, I chiefly loved. ’Twas Aeneas’ tale to Dido, andthereabout of it especially where he speaks of Priam’s slaughter. If itlive in your memory, begin at this line, let me see, let me see: _Therugged Pyrrhus, like th’ Hyrcanian beast,—_ It is not so: it beginswith Pyrrhus— _The rugged Pyrrhus, he whose sable arms, Black as hispurpose, did the night resemble When he lay couched in the ominoushorse, Hath now this dread and black complexion smear’d With heraldrymore dismal. Head to foot Now is he total gules, horridly trick’d Withblood of fathers, mothers, daughters, sons, Bak’d and impasted with theparching streets, That lend a tyrannous and a damned light To theirvile murders. Roasted in wrath and fire, And thus o’ersized withcoagulate gore, With eyes like carbuncles, the hellish Pyrrhus Oldgrandsire Priam seeks._ So, proceed you.",POSITIVE,0.9874358177185059
429,429,ACT 2,POLONIUS.," ’Fore God, my lord, well spoken, with good accent and gooddiscretion.",POSITIVE,0.9903836846351624
430,430,ACT 2,PLAYER.,"FIRST  _Anon he finds him, Striking too short at Greeks. Hisantique sword, Rebellious to his arm, lies where it falls, Repugnant tocommand. Unequal match’d, Pyrrhus at Priam drives, in rage strikeswide; But with the whiff and wind of his fell sword Th’unnerved fatherfalls. Then senseless Ilium, Seeming to feel this blow, with flamingtop Stoops to his base, and with a hideous crash Takes prisonerPyrrhus’ ear. For lo, his sword, Which was declining on the milky headOf reverend Priam, seem’d i’ th’air to stick. So, as a painted tyrant,Pyrrhus stood, And like a neutral to his will and matter, Did nothing.But as we often see against some storm, A silence in the heavens, therack stand still, The bold winds speechless, and the orb below As hushas death, anon the dreadful thunder Doth rend the region; so afterPyrrhus’ pause, Aroused vengeance sets him new a-work, And never didthe Cyclops’ hammers fall On Mars’s armour, forg’d for proof eterne,With less remorse than Pyrrhus’ bleeding sword Now falls on Priam. Out,out, thou strumpet Fortune! All you gods, In general synod, take awayher power; Break all the spokes and fellies from her wheel, And bowlthe round nave down the hill of heaven, As low as to the fiends._",NEGATIVE,0.9994348883628845
431,431,ACT 2,POLONIUS., This is too long.,NEGATIVE,0.9979427456855774
432,432,ACT 2,HAMLET.," It shall to the barber’s, with your beard.—Prythee say on. He’sfor a jig or a tale of bawdry, or he sleeps. Say on; come to Hecuba.",NEGATIVE,0.7618109583854675
433,433,ACT 2,PLAYER.,"FIRST  _But who, O who, had seen the mobled queen,—_",NEGATIVE,0.9908944368362427
434,434,ACT 2,HAMLET., ‘The mobled queen’?,NEGATIVE,0.7564458847045898
435,435,ACT 2,POLONIUS., That’s good! ‘Mobled queen’ is good.,POSITIVE,0.9723078012466431
436,436,ACT 2,PLAYER.,"FIRST  _Run barefoot up and down, threat’ning the flames Withbisson rheum. A clout upon that head Where late the diadem stood, andfor a robe, About her lank and all o’erteemed loins, A blanket, inth’alarm of fear caught up— Who this had seen, with tongue in venomsteep’d, ’Gainst Fortune’s state would treason have pronounc’d. But ifthe gods themselves did see her then, When she saw Pyrrhus makemalicious sport In mincing with his sword her husband’s limbs, Theinstant burst of clamour that she made,— Unless things mortal move themnot at all,— Would have made milch the burning eyes of heaven, Andpassion in the gods._",NEGATIVE,0.9926016926765442
437,437,ACT 2,POLONIUS.," Look, where he has not turn’d his colour, and has tears in’seyes. Pray you, no more.",NEGATIVE,0.9812577962875366
438,438,ACT 2,HAMLET.," ’Tis well. I’ll have thee speak out the rest of this soon.—Goodmy lord, will you see the players well bestowed? Do you hear, let thembe well used; for they are the abstracts and brief chronicles of thetime. After your death you were better have a bad epitaph than theirill report while you live.",POSITIVE,0.9773609638214111
439,439,ACT 2,POLONIUS.," My lord, I will use them according to their desert.",POSITIVE,0.7556869983673096
440,440,ACT 2,HAMLET.," God’s bodikin, man, better. Use every man after his desert, andwho should scape whipping? Use them after your own honour and dignity.The less they deserve, the more merit is in your bounty. Take them in.",POSITIVE,0.816657304763794
441,441,ACT 2,POLONIUS.," Come, sirs.",POSITIVE,0.9882822632789612
442,442,ACT 2,HAMLET.," Follow him, friends. We’ll hear a play tomorrow. [_Exeunt Polonius with all the Players but the First._]Dost thou hear me, old friend? Can you play _The Murder of Gonzago_?",NEGATIVE,0.9848226308822632
443,443,ACT 2,PLAYER.,"FIRST  Ay, my lord.",POSITIVE,0.7646315097808838
